Accel_X,Accel_Y,Accel_Z,Body_Temp_F,Heart_rate,label,Predicted_Activity,Status
-0.07,0.0,9.96,89.37,0,resting,resting,abnormal
-0.06,0.01,9.95,89.37,0,resting,resting,abnormal
-0.07,0.01,9.98,89.37,0,resting,resting,abnormal
-0.08,0.02,9.95,89.37,0,resting,resting,abnormal
-0.08,0.02,9.92,89.37,0,resting,resting,abnormal
-0.08,0.01,9.98,89.37,28,resting,resting,abnormal
-0.06,0.01,9.91,89.37,28,resting,resting,abnormal
-0.05,0.03,9.97,89.37,28,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.08,0.01,9.97,89.37,0,resting,resting,abnormal
-0.05,0.01,9.96,89.37,0,resting,resting,abnormal
-0.08,0.01,9.98,89.37,0,resting,resting,abnormal
-0.08,0.02,9.96,89.37,0,resting,resting,abnormal
-0.07,0.01,9.95,89.37,0,resting,resting,abnormal
-0.07,0.01,9.9,89.37,0,resting,resting,abnormal
-0.07,0.02,9.99,89.37,0,resting,resting,abnormal
-0.07,0.02,9.94,89.37,0,resting,resting,abnormal
-0.06,0.02,9.95,89.37,0,resting,resting,abnormal
-0.07,0.01,9.96,89.37,29,resting,resting,abnormal
-0.08,0.01,9.95,89.37,29,resting,resting,abnormal
-0.06,0.01,9.96,89.37,29,resting,resting,abnormal
-0.06,0.01,9.95,89.37,29,resting,resting,abnormal
-0.08,0.01,9.94,89.37,29,resting,resting,abnormal
-0.08,0.01,9.96,89.37,29,resting,resting,abnormal
-0.06,0.02,9.92,89.37,0,resting,resting,abnormal
-0.07,0.01,10.0,89.37,0,resting,resting,abnormal
-0.08,0.01,9.94,89.37,0,resting,resting,abnormal
-0.06,0.03,9.97,89.37,60,resting,resting,abnormal
-0.07,0.02,9.94,89.37,60,resting,resting,abnormal
-0.08,0.02,9.96,89.37,60,resting,resting,abnormal
-0.07,0.01,9.97,89.37,60,resting,resting,abnormal
-0.07,0.02,9.97,89.37,61,resting,resting,abnormal
-0.08,0.03,9.96,89.37,61,resting,resting,abnormal
-0.07,0.03,9.95,89.37,61,resting,resting,abnormal
-0.05,0.01,9.97,89.37,55,resting,resting,abnormal
-0.07,0.01,9.98,89.37,55,resting,resting,abnormal
-0.07,0.02,9.97,89.37,55,resting,resting,abnormal
-0.07,0.01,9.95,89.37,49,resting,resting,abnormal
-0.07,0.0,9.97,89.37,49,resting,resting,abnormal
-0.07,0.01,9.94,89.37,49,resting,resting,abnormal
-0.06,0.02,9.97,89.37,45,resting,resting,abnormal
-0.08,0.01,9.97,89.37,45,resting,resting,abnormal
-0.07,0.02,9.98,89.37,45,resting,resting,abnormal
-0.07,0.01,9.98,89.37,41,resting,resting,abnormal
-0.08,0.02,9.96,89.37,41,resting,resting,abnormal
-0.06,0.02,9.97,89.37,41,resting,resting,abnormal
-0.1,0.02,9.96,89.37,38,resting,resting,abnormal
-0.06,0.01,9.97,89.37,38,resting,resting,abnormal
-0.07,0.02,9.95,89.37,38,resting,resting,abnormal
-0.05,0.02,9.98,89.37,0,resting,resting,abnormal
-0.08,0.02,9.97,89.37,0,resting,resting,abnormal
-0.05,0.01,10.01,89.37,0,resting,resting,abnormal
-0.1,0.02,9.98,89.37,64,resting,resting,abnormal
-0.08,0.01,9.97,89.26,63,resting,resting,abnormal
-0.06,0.02,9.98,89.37,63,resting,resting,abnormal
-0.07,0.01,9.95,89.37,62,resting,resting,abnormal
-0.09,0.01,9.99,89.26,61,resting,resting,abnormal
-0.06,0.02,9.97,89.37,60,resting,resting,abnormal
-0.07,0.0,9.94,89.37,60,resting,resting,abnormal
-0.06,0.03,9.97,89.37,60,resting,resting,abnormal
-0.07,0.02,10.01,89.26,60,resting,resting,abnormal
-0.06,0.01,9.95,89.26,0,resting,resting,abnormal
-0.08,0.01,9.99,89.37,0,resting,resting,abnormal
-0.07,0.03,9.98,89.37,0,resting,resting,abnormal
-0.06,0.01,9.95,89.37,0,resting,resting,abnormal
-0.06,0.02,9.96,89.37,0,resting,resting,abnormal
-0.07,0.02,9.98,89.37,0,resting,resting,abnormal
-0.08,0.02,9.98,89.37,0,resting,resting,abnormal
-0.06,0.02,9.98,89.37,0,resting,resting,abnormal
-0.06,0.02,9.94,89.37,0,resting,resting,abnormal
1.63,-0.18,10.22,85.66,0,walking,walking,abnormal
1.16,0.54,9.63,85.66,94,walking,walking,abnormal
1.92,0.93,9.13,85.66,103,walking,walking,abnormal
1.72,0.31,10.76,85.66,114,walking,walking,abnormal
1.37,0.68,9.59,85.66,114,walking,walking,abnormal
1.48,0.47,9.54,85.66,121,walking,walking,abnormal
1.57,-0.31,9.44,85.66,121,walking,walking,abnormal
2.61,-0.25,9.19,85.77,134,walking,walking,abnormal
0.63,-0.28,10.28,85.77,146,walking,walking,abnormal
1.14,-0.62,9.73,85.77,147,walking,walking,abnormal
1.08,0.1,10.16,85.66,142,walking,walking,abnormal
1.4,0.38,9.99,85.77,142,walking,walking,abnormal
0.56,-0.57,9.68,85.77,142,walking,walking,abnormal
0.84,0.44,9.2,85.77,142,walking,walking,abnormal
0.12,-0.08,9.41,85.77,0,walking,walking,abnormal
1.79,0.46,10.12,85.77,190,walking,walking,abnormal
1.5,0.04,9.45,85.77,189,walking,walking,abnormal
1.91,-0.29,9.27,85.77,189,walking,walking,abnormal
0.91,-0.04,9.46,85.77,143,walking,walking,abnormal
0.96,0.77,9.91,85.77,128,walking,walking,abnormal
0.79,0.35,9.95,85.77,128,walking,walking,abnormal
1.85,-0.91,9.76,85.77,113,walking,walking,abnormal
0.78,-0.48,10.09,85.77,113,walking,walking,abnormal
2.17,0.07,9.66,85.89,113,walking,walking,abnormal
1.41,-0.07,9.62,85.89,0,walking,walking,abnormal
0.7,0.07,9.75,85.89,238,walking,walking,abnormal
0.51,0.33,10.07,85.89,238,walking,walking,abnormal
1.46,0.01,9.41,85.77,158,walking,walking,abnormal
1.19,-0.46,9.56,85.89,133,walking,walking,abnormal
1.38,0.15,10.17,85.89,120,walking,walking,abnormal
1.02,0.96,10.55,85.89,114,walking,walking,abnormal
1.11,0.29,10.23,85.89,114,walking,walking,abnormal
0.28,0.85,10.37,85.89,100,walking,walking,abnormal
1.02,0.17,9.87,85.89,94,walking,walking,abnormal
0.53,-0.33,9.95,85.89,94,walking,walking,abnormal
0.95,0.42,10.63,85.89,77,walking,walking,abnormal
-0.5,0.9,10.67,85.89,70,walking,walking,abnormal
0.37,0.57,10.3,85.89,68,walking,walking,abnormal
1.2,0.13,10.09,85.89,68,walking,walking,abnormal
0.21,-0.33,10.25,85.89,66,walking,walking,abnormal
2.28,-0.16,9.99,85.89,66,walking,walking,abnormal
0.96,-0.82,10.33,85.89,64,walking,walking,abnormal
1.33,-0.23,10.57,85.89,64,walking,walking,abnormal
1.23,-0.26,9.96,86.0,64,walking,walking,abnormal
0.52,-0.33,9.62,85.89,54,walking,walking,abnormal
1.3,-0.02,9.51,86.0,54,walking,walking,abnormal
-0.27,-0.69,10.68,85.89,54,walking,walking,abnormal
1.82,-0.14,9.65,85.89,49,walking,walking,abnormal
1.25,-1.2,9.97,85.89,49,walking,walking,abnormal
2.02,-2.21,9.93,85.89,45,walking,walking,abnormal
1.17,-1.22,10.51,86.0,44,walking,walking,abnormal
0.47,-1.35,10.6,86.0,43,walking,walking,abnormal
0.23,0.47,9.33,86.0,47,walking,walking,abnormal
-0.09,0.71,10.01,86.0,49,walking,walking,abnormal
1.14,0.14,9.57,86.0,55,walking,walking,abnormal
1.42,-0.37,9.99,86.0,75,walking,walking,abnormal
1.23,-0.39,9.79,86.0,106,walking,walking,abnormal
0.59,1.1,11.11,86.0,114,walking,walking,abnormal
0.22,1.14,10.42,86.0,134,walking,walking,abnormal
0.36,0.61,9.62,86.0,134,walking,walking,abnormal
0.89,0.11,9.93,86.0,101,walking,walking,abnormal
0.06,-0.82,9.81,86.0,101,walking,walking,abnormal
-1.79,-0.8,9.69,86.0,101,walking,walking,abnormal
-0.58,-1.03,9.79,86.0,87,walking,walking,abnormal
1.26,-0.9,10.06,86.0,87,walking,walking,abnormal
0.29,0.43,10.15,86.0,77,walking,walking,abnormal
0.27,-0.6,9.72,86.0,77,walking,walking,abnormal
-0.63,0.44,10.17,86.0,77,walking,walking,abnormal
1.14,-0.45,9.79,86.0,62,walking,walking,abnormal
0.94,-1.11,9.88,86.0,62,walking,walking,abnormal
0.79,-0.51,9.57,86.0,62,walking,walking,abnormal
0.67,0.22,10.1,86.0,0,walking,walking,abnormal
0.97,-0.35,9.87,86.0,0,walking,walking,abnormal
0.52,-0.34,9.75,86.0,0,walking,walking,abnormal
1.1,-0.15,9.57,86.0,66,walking,walking,abnormal
0.57,-0.84,9.78,86.0,66,walking,walking,abnormal
1.61,-1.05,9.63,86.0,62,walking,walking,abnormal
1.28,-0.88,9.87,86.0,62,walking,walking,abnormal
1.68,-0.44,10.01,86.0,62,walking,walking,abnormal
0.31,-0.06,9.97,86.0,68,walking,walking,abnormal
0.94,-0.19,9.8,86.0,68,walking,walking,abnormal
0.96,-0.98,9.91,86.0,65,walking,walking,abnormal
1.59,-0.38,10.01,86.0,66,walking,walking,abnormal
1.32,-1.06,10.16,86.0,69,walking,walking,abnormal
1.7,-0.03,10.08,86.11,72,walking,walking,abnormal
0.24,0.57,10.3,86.0,77,walking,walking,abnormal
0.83,-0.75,9.8,86.0,96,walking,walking,abnormal
0.38,-1.54,10.21,86.11,100,walking,walking,abnormal
1.2,-0.58,10.11,86.0,105,walking,walking,abnormal
1.28,-0.57,9.84,86.0,109,walking,walking,abnormal
1.6,0.02,9.79,86.11,106,walking,walking,abnormal
-0.3,0.29,9.98,86.11,118,walking,walking,abnormal
0.41,0.09,9.83,86.0,117,walking,walking,abnormal
0.25,-0.89,9.57,86.11,116,walking,walking,abnormal
0.33,0.32,10.16,86.11,116,walking,walking,abnormal
1.35,-0.22,10.55,86.0,116,walking,walking,abnormal
0.11,0.5,10.45,86.11,0,walking,walking,abnormal
0.0,0.87,10.25,86.0,0,walking,walking,abnormal
0.57,0.4,9.37,86.11,74,walking,walking,abnormal
0.13,-0.69,9.6,86.11,74,walking,walking,abnormal
1.41,-0.28,10.1,86.11,73,walking,walking,abnormal
0.91,0.17,10.65,86.11,73,walking,walking,abnormal
1.61,-0.38,10.12,86.11,73,walking,walking,abnormal
0.71,0.41,10.57,86.0,0,walking,walking,abnormal
-0.43,0.47,9.78,86.11,0,walking,walking,abnormal
0.47,0.72,9.54,86.0,0,walking,walking,abnormal
0.77,-0.06,9.43,86.11,0,walking,walking,abnormal
0.76,-0.44,9.29,86.0,0,walking,walking,abnormal
1.46,-0.3,9.69,86.0,0,walking,walking,abnormal
0.87,-0.15,9.86,86.0,0,walking,walking,abnormal
1.44,0.37,9.59,86.0,0,walking,walking,abnormal
0.17,0.56,8.95,86.11,211,walking,walking,abnormal
-0.18,0.83,9.45,86.0,212,walking,walking,abnormal
0.79,1.29,10.09,86.0,185,walking,walking,abnormal
0.0,-0.31,10.18,86.11,183,walking,walking,abnormal
1.73,0.55,9.84,86.11,183,walking,walking,abnormal
-0.39,0.11,10.33,86.11,138,walking,walking,abnormal
0.59,0.22,9.03,86.11,123,walking,walking,abnormal
-0.53,1.16,9.54,86.11,110,walking,walking,abnormal
-0.44,1.05,9.6,86.11,106,walking,walking,abnormal
0.6,0.6,9.57,86.11,102,walking,walking,abnormal
-0.46,-0.19,9.56,86.11,105,walking,walking,abnormal
0.96,0.4,9.3,86.11,105,walking,walking,abnormal
0.07,0.21,9.46,86.11,105,walking,walking,abnormal
1.38,0.59,9.37,86.0,85,walking,walking,abnormal
-0.6,-0.21,9.85,86.11,90,walking,walking,abnormal
-0.28,0.78,10.12,86.11,90,walking,walking,abnormal
-1.03,0.93,10.3,86.11,90,walking,walking,abnormal
-0.19,1.19,9.67,86.11,72,walking,walking,abnormal
0.66,1.35,10.01,86.11,72,walking,walking,abnormal
-0.57,0.3,10.12,86.11,66,walking,walking,abnormal
1.37,0.6,9.84,86.11,66,walking,walking,abnormal
0.06,1.4,9.5,86.11,66,walking,walking,abnormal
0.58,0.03,9.76,86.11,66,walking,walking,abnormal
0.58,0.46,9.68,86.11,0,walking,walking,abnormal
0.76,0.48,9.54,86.11,0,walking,walking,abnormal
-0.1,1.05,9.44,86.11,101,walking,walking,abnormal
0.39,1.55,9.58,86.11,109,walking,walking,abnormal
-0.91,1.76,9.61,86.11,101,walking,walking,abnormal
0.05,1.16,9.68,86.11,101,walking,walking,abnormal
0.74,0.98,9.41,86.11,116,walking,walking,abnormal
-0.99,1.02,10.56,86.11,120,walking,walking,abnormal
1.0,-0.37,9.63,86.11,120,walking,walking,abnormal
0.3,0.61,9.53,86.11,120,walking,walking,abnormal
0.53,1.0,9.22,86.11,92,walking,walking,abnormal
-0.95,0.75,9.95,86.11,92,walking,walking,abnormal
-0.27,0.8,9.67,86.11,80,walking,walking,abnormal
0.6,1.84,9.96,86.11,80,walking,walking,abnormal
0.42,0.19,9.17,86.11,80,walking,walking,abnormal
0.78,0.34,9.55,86.11,80,walking,walking,abnormal
-0.23,0.58,9.59,86.11,238,walking,walking,abnormal
0.88,0.66,9.78,86.11,206,walking,walking,abnormal
-0.37,0.9,10.64,86.11,179,walking,walking,abnormal
1.6,1.04,10.06,86.11,175,walking,walking,abnormal
0.24,-0.31,10.27,86.11,172,walking,walking,abnormal
1.25,1.01,9.78,86.11,157,walking,walking,abnormal
0.48,-0.61,9.76,86.11,182,walking,walking,abnormal
1.02,0.35,9.9,86.11,160,walking,walking,abnormal
0.12,0.55,9.91,86.0,150,walking,walking,abnormal
0.92,0.45,8.77,86.11,142,walking,walking,abnormal
-1.26,0.21,9.8,86.11,142,walking,walking,abnormal
0.61,1.03,10.73,86.11,144,walking,walking,abnormal
0.07,-0.03,9.88,86.0,144,walking,walking,abnormal
0.18,-0.19,9.13,86.11,136,walking,walking,abnormal
1.42,-0.38,9.76,86.11,136,walking,walking,abnormal
0.36,0.43,9.86,86.11,126,walking,walking,abnormal
0.63,-0.28,9.64,86.11,116,walking,walking,abnormal
-1.61,0.96,9.71,86.0,117,walking,walking,abnormal
1.0,0.96,9.9,86.11,117,walking,walking,abnormal
0.11,0.17,10.18,86.0,117,walking,walking,abnormal
0.07,0.47,9.66,86.11,0,walking,walking,abnormal
0.67,0.56,10.44,86.11,176,walking,walking,abnormal
0.25,0.41,10.34,86.11,186,walking,walking,abnormal
0.66,-0.32,10.24,86.11,165,walking,walking,abnormal
-0.22,0.0,10.31,86.11,155,walking,walking,abnormal
0.53,0.25,10.06,86.11,163,walking,walking,abnormal
-0.65,-0.6,10.1,86.11,154,walking,walking,abnormal
-0.51,-0.47,9.21,86.11,149,walking,walking,abnormal
0.62,0.75,10.02,86.11,147,walking,walking,abnormal
0.5,1.49,10.84,86.11,153,walking,walking,abnormal
-0.12,1.7,9.55,86.11,153,walking,walking,abnormal
-0.52,0.86,10.67,86.11,134,walking,walking,abnormal
0.14,1.12,10.36,86.11,122,walking,walking,abnormal
-0.08,0.2,10.0,86.11,120,walking,walking,abnormal
0.34,0.07,9.25,86.11,120,walking,walking,abnormal
-0.54,-0.06,10.06,86.11,109,walking,walking,abnormal
1.89,-0.81,9.94,86.11,108,walking,walking,abnormal
0.54,0.44,10.51,86.11,111,walking,walking,abnormal
1.63,0.64,9.56,86.11,111,walking,walking,abnormal
0.15,-0.49,9.66,86.11,111,walking,walking,abnormal
1.13,0.18,9.74,86.11,0,walking,walking,abnormal
-0.17,-1.94,10.06,86.11,0,walking,walking,abnormal
2.69,-1.03,8.39,86.11,135,walking,walking,abnormal
1.28,0.56,9.9,86.11,156,walking,walking,abnormal
1.96,-0.79,9.1,86.11,182,walking,walking,abnormal
0.47,0.35,9.87,86.11,205,walking,walking,abnormal
1.2,0.06,9.86,86.11,210,walking,walking,abnormal
-1.13,0.21,10.11,86.11,206,walking,walking,abnormal
1.39,-0.13,9.62,86.22,204,walking,walking,abnormal
0.31,-0.33,9.97,86.11,205,walking,walking,abnormal
1.11,-0.93,9.5,86.22,181,walking,walking,abnormal
0.62,0.28,10.31,86.11,184,walking,walking,abnormal
1.29,0.14,9.68,86.11,170,walking,walking,abnormal
-1.07,0.95,10.62,86.11,150,walking,walking,abnormal
1.53,-0.08,9.87,86.11,143,walking,walking,abnormal
0.25,-0.6,10.19,86.11,130,walking,walking,abnormal
1.4,-0.09,9.2,86.11,141,walking,walking,abnormal
-0.05,0.23,9.72,86.11,141,walking,walking,abnormal
0.65,0.2,9.81,86.11,111,walking,walking,abnormal
-0.46,1.32,9.45,86.11,100,walking,walking,abnormal
0.74,0.65,8.83,86.11,93,walking,walking,abnormal
0.02,0.21,10.57,86.11,93,walking,walking,abnormal
1.63,0.35,8.74,86.11,84,walking,walking,abnormal
1.57,0.28,10.32,86.11,84,walking,walking,abnormal
2.23,1.64,8.93,86.11,75,walking,walking,abnormal
-0.65,-0.13,10.13,86.11,70,walking,walking,abnormal
0.89,-2.46,10.16,86.11,70,walking,walking,abnormal
0.33,-1.36,9.96,86.11,65,walking,walking,abnormal
2.11,-0.89,8.96,86.11,62,walking,walking,abnormal
0.22,-0.26,10.31,86.11,61,walking,walking,abnormal
0.72,1.04,10.98,86.11,61,walking,walking,abnormal
1.69,-0.2,9.77,86.11,54,walking,walking,abnormal
0.97,0.31,9.77,86.11,57,walking,walking,abnormal
0.12,-1.12,9.93,86.11,58,walking,walking,abnormal
-0.54,-1.18,9.96,86.11,58,walking,walking,abnormal
0.23,-2.37,9.73,86.11,62,walking,walking,abnormal
1.1,-0.97,9.88,86.11,64,walking,walking,abnormal
0.62,-1.18,10.86,86.11,64,walking,walking,abnormal
1.14,-0.29,9.54,86.11,66,walking,walking,abnormal
1.29,-0.53,9.9,86.11,67,walking,walking,abnormal
0.51,0.15,9.76,86.11,67,walking,walking,abnormal
1.8,-0.29,9.48,86.0,63,walking,walking,abnormal
0.62,-0.32,10.5,86.0,62,walking,walking,abnormal
1.48,0.74,9.76,86.11,62,walking,walking,abnormal
0.15,0.45,8.68,86.0,62,walking,walking,abnormal
1.25,-0.23,9.38,86.11,64,walking,walking,abnormal
0.22,0.17,10.16,86.11,66,walking,walking,abnormal
1.7,-0.25,9.77,86.0,75,walking,walking,abnormal
0.33,-0.42,10.34,86.0,77,walking,walking,abnormal
1.67,-0.71,9.43,86.11,82,walking,walking,abnormal
0.71,0.09,9.94,86.0,82,walking,walking,abnormal
1.13,-0.39,9.77,86.0,82,walking,walking,abnormal
-0.56,0.21,10.26,86.0,0,walking,walking,abnormal
1.48,-0.13,9.77,86.0,0,walking,walking,abnormal
0.25,-0.41,10.13,86.11,0,walking,walking,abnormal
1.95,-0.14,10.61,86.0,0,walking,walking,abnormal
0.29,-0.82,10.11,86.0,55,walking,walking,abnormal
1.94,-0.97,9.55,86.0,56,walking,walking,abnormal
0.18,0.02,10.08,86.0,64,walking,walking,abnormal
1.22,-0.98,10.58,86.0,70,walking,walking,abnormal
0.69,0.26,10.33,86.0,69,walking,walking,abnormal
0.91,-0.18,9.56,86.0,72,walking,walking,abnormal
0.61,-0.78,9.85,86.0,72,walking,walking,abnormal
0.6,0.5,10.09,86.0,72,walking,walking,abnormal
0.83,-1.39,10.49,86.0,72,walking,walking,abnormal
-0.08,0.05,10.37,86.0,0,walking,walking,abnormal
0.1,-0.02,9.54,86.0,0,walking,walking,abnormal
-0.06,-0.43,9.9,86.0,0,walking,walking,abnormal
-0.23,-0.52,9.62,86.0,63,walking,walking,abnormal
-0.31,-0.44,10.04,86.0,63,walking,walking,abnormal
-0.53,-0.68,10.08,86.0,63,walking,walking,abnormal
-0.46,-1.01,9.95,86.0,54,walking,walking,abnormal
0.93,-0.31,9.75,86.0,54,walking,walking,abnormal
-0.15,-0.72,10.07,86.0,54,walking,walking,abnormal
-0.24,-0.75,9.94,86.0,54,walking,walking,abnormal
-0.58,-1.11,10.27,86.11,0,walking,walking,abnormal
1.48,0.03,9.67,86.11,0,walking,walking,abnormal
-0.18,-0.05,10.23,86.0,82,walking,walking,abnormal
-0.01,-0.33,10.86,86.11,91,walking,walking,abnormal
-0.24,-1.04,10.09,86.0,98,walking,walking,abnormal
0.34,-0.03,9.68,86.0,98,walking,walking,abnormal
-0.38,-0.78,10.11,86.0,98,walking,walking,abnormal
0.39,-0.63,9.64,86.0,78,walking,walking,abnormal
-0.03,0.29,10.09,86.0,78,walking,walking,abnormal
1.18,-0.14,10.18,86.11,71,walking,walking,abnormal
0.93,-0.13,10.18,86.0,69,walking,walking,abnormal
-0.02,-0.51,10.06,86.0,69,walking,walking,abnormal
0.17,-1.2,10.12,86.0,75,walking,walking,abnormal
0.07,-1.49,9.62,86.11,79,walking,walking,abnormal
1.02,-0.54,9.94,86.11,107,walking,walking,abnormal
0.35,-0.25,10.07,86.11,155,walking,walking,abnormal
0.67,-0.8,10.0,86.11,155,walking,walking,abnormal
0.08,-0.02,9.55,86.0,142,walking,walking,abnormal
0.81,0.98,10.12,86.0,129,walking,walking,abnormal
0.65,-0.75,10.46,86.0,131,walking,walking,abnormal
-0.46,0.07,9.69,86.11,126,walking,walking,abnormal
0.3,-0.47,9.57,86.11,115,walking,walking,abnormal
0.99,-0.31,9.66,86.11,114,walking,walking,abnormal
0.84,-0.92,10.23,86.11,144,walking,walking,abnormal
1.24,-1.11,10.01,86.11,161,walking,walking,abnormal
-0.32,-0.33,10.77,86.0,138,walking,walking,abnormal
0.04,-0.99,9.41,86.0,136,walking,walking,abnormal
-0.05,-0.89,10.2,86.0,130,walking,walking,abnormal
0.38,-0.13,9.85,86.0,130,walking,walking,abnormal
0.96,-0.66,9.63,86.0,130,walking,walking,abnormal
0.9,-0.42,9.85,86.0,0,walking,walking,abnormal
-0.61,-0.93,9.74,86.0,0,walking,walking,abnormal
0.98,0.03,10.12,86.0,51,walking,walking,abnormal
-0.39,-0.34,9.67,86.0,54,walking,walking,abnormal
1.24,-1.09,9.0,86.0,62,walking,walking,abnormal
0.35,0.37,10.61,86.0,75,walking,walking,abnormal
0.4,-0.29,10.15,86.0,79,walking,walking,abnormal
-0.9,-0.27,10.03,86.0,84,walking,walking,abnormal
1.88,-1.11,9.74,85.89,130,walking,walking,abnormal
-0.16,-0.66,10.21,85.89,152,walking,walking,abnormal
1.18,-0.7,9.62,85.89,150,walking,walking,abnormal
0.52,-0.76,9.86,85.89,150,walking,walking,abnormal
0.73,0.39,9.29,85.89,150,walking,walking,abnormal
-0.23,-0.17,11.2,86.0,103,walking,walking,abnormal
1.29,-0.03,10.3,85.89,103,walking,walking,abnormal
1.19,-0.05,8.94,86.0,103,walking,walking,abnormal
0.85,-0.2,9.59,86.0,0,walking,walking,abnormal
0.16,-1.09,9.75,86.0,0,walking,walking,abnormal
0.79,-0.61,9.27,86.0,0,walking,walking,abnormal
-1.07,-0.83,10.05,86.0,0,walking,walking,abnormal
0.47,-1.43,9.68,86.0,0,walking,walking,abnormal
-0.57,0.14,10.06,86.0,0,walking,walking,abnormal
0.43,-1.2,9.71,86.0,0,walking,walking,abnormal
0.48,0.63,9.57,86.0,0,walking,walking,abnormal
1.52,-1.49,9.4,85.89,0,walking,walking,abnormal
0.39,0.47,10.11,86.0,0,walking,walking,abnormal
0.76,-0.72,9.54,86.0,0,walking,walking,abnormal
0.01,-0.39,9.86,86.0,0,walking,walking,abnormal
0.38,-0.66,9.7,86.0,49,walking,walking,abnormal
0.46,-0.17,10.13,85.89,50,walking,walking,abnormal
1.33,-1.04,9.52,85.89,53,walking,walking,abnormal
-0.08,-0.23,10.23,86.0,53,walking,walking,abnormal
0.68,0.01,9.87,86.0,53,walking,walking,abnormal
0.03,-0.36,9.97,86.0,53,walking,walking,abnormal
1.0,-0.54,9.8,86.0,0,walking,walking,abnormal
0.78,0.3,10.44,85.89,0,walking,walking,abnormal
1.16,-0.25,8.74,85.89,0,walking,walking,abnormal
-0.26,-0.1,9.69,85.89,0,walking,walking,abnormal
1.23,-0.24,10.32,85.89,0,walking,walking,abnormal
0.14,-0.31,9.5,85.89,0,walking,walking,abnormal
0.69,-0.63,10.5,85.89,28,walking,walking,abnormal
0.34,-0.01,9.85,85.89,28,walking,walking,abnormal
1.08,-0.12,9.91,85.89,28,walking,walking,abnormal
1.02,-0.86,9.76,85.89,0,walking,walking,abnormal
0.43,-0.38,9.98,85.89,0,walking,walking,abnormal
1.65,-0.6,9.63,85.77,109,walking,walking,abnormal
2.06,-0.39,9.47,85.89,114,walking,walking,abnormal
0.85,-0.92,9.59,85.89,127,walking,walking,abnormal
0.67,-0.67,10.62,85.89,133,walking,walking,abnormal
0.5,-0.63,9.86,85.89,138,walking,walking,abnormal
1.07,-0.2,9.25,85.89,144,walking,walking,abnormal
0.68,-0.68,9.79,85.89,149,walking,walking,abnormal
1.53,-0.67,9.96,85.89,141,walking,walking,abnormal
0.59,-0.71,10.24,85.89,134,walking,walking,abnormal
1.61,-1.01,8.82,85.89,133,walking,walking,abnormal
0.69,0.19,10.26,85.89,135,walking,walking,abnormal
1.4,-1.0,9.46,85.77,136,walking,walking,abnormal
0.1,-0.1,9.42,85.89,135,walking,walking,abnormal
0.61,-0.87,9.36,85.89,121,walking,walking,abnormal
0.31,-0.31,10.65,85.77,112,walking,walking,abnormal
1.28,-0.06,10.04,85.89,102,walking,walking,abnormal
0.65,0.04,9.75,85.89,96,walking,walking,abnormal
1.07,-0.98,9.62,85.89,89,walking,walking,abnormal
0.72,-0.8,9.91,85.89,89,walking,walking,abnormal
0.95,-0.39,10.3,85.89,83,walking,walking,abnormal
0.8,-1.43,9.66,85.89,79,walking,walking,abnormal
0.9,-0.45,10.05,85.89,79,walking,walking,abnormal
1.71,-0.97,9.33,85.89,79,walking,walking,abnormal
0.39,-0.69,8.4,85.77,0,walking,walking,abnormal
0.92,-1.56,8.98,85.89,0,walking,walking,abnormal
1.12,-0.76,9.73,85.89,0,walking,walking,abnormal
1.04,-1.23,9.51,85.89,70,walking,walking,abnormal
0.32,-0.5,9.59,85.89,71,walking,walking,abnormal
2.37,-0.7,9.85,85.89,79,walking,walking,abnormal
0.59,-0.53,10.42,85.89,84,walking,walking,abnormal
1.18,-1.32,10.62,85.89,94,walking,walking,abnormal
1.51,-1.04,10.07,85.77,110,walking,walking,abnormal
2.03,-0.55,9.94,85.89,110,walking,walking,abnormal
0.72,-0.12,10.0,85.89,110,walking,walking,abnormal
1.17,-0.62,9.5,85.77,110,walking,walking,abnormal
1.25,-1.43,9.51,85.77,0,walking,walking,abnormal
0.36,-1.0,9.06,85.77,0,walking,walking,abnormal
1.41,-1.37,9.27,85.89,0,walking,walking,abnormal
1.23,-0.44,10.49,85.77,0,walking,walking,abnormal
1.53,-1.68,9.59,85.89,0,walking,walking,abnormal
-0.08,0.08,10.26,85.89,46,walking,walking,abnormal
1.13,-0.97,10.04,85.77,46,walking,walking,abnormal
0.9,-0.28,10.15,85.89,46,walking,walking,abnormal
2.36,-0.69,9.31,85.77,43,walking,walking,abnormal
1.14,-0.17,9.48,85.77,43,walking,walking,abnormal
1.91,-1.17,9.41,85.89,43,walking,walking,abnormal
0.34,0.27,10.57,85.77,43,walking,walking,abnormal
1.93,-0.93,9.9,85.77,45,walking,walking,abnormal
1.08,-1.38,10.1,85.77,47,walking,walking,abnormal
1.31,-1.75,10.3,85.77,54,walking,walking,abnormal
0.92,-0.72,10.2,85.77,59,walking,walking,abnormal
1.95,-0.59,9.02,85.77,60,walking,walking,abnormal
0.52,0.36,10.36,85.77,64,walking,walking,abnormal
1.94,-1.09,10.2,85.77,75,walking,walking,abnormal
1.12,-0.82,9.8,85.77,84,walking,walking,abnormal
1.37,-1.6,9.62,85.89,87,walking,walking,abnormal
0.71,-0.46,10.23,85.77,89,walking,walking,abnormal
